title,studio,domestic_gross,foreign_gross,year
The Polar Express (2012 re-issue),WB,669000.0,19000000.0,2012
Holy Motors,IM,641000.0,19000000.0,2012
Free Men,FM,53800.0,564000.0,2012
"Peace, Love and Misunderstanding",IFC,591000.0,19000000.0,2012
Undefeated (2012),WEIN.,562000.0,19000000.0,2012
Sister (2012),AF,155000.0,400000.0,2012
Vicky Donor,EROS,549000.0,19000000.0,2012
Being Flynn,FOCUS,540000.0,19000000.0,2012
Ai Weiwei: Never Sorry,IFC,534000.0,19000000.0,2012
Where Do We Go Now?,SPC,532000.0,19000000.0,2012
Bully (2012),WEIN.,279000.0,182000.0,2012
Ferrari Ki Sawaari,EROS,434000.0,19000000.0,2012
Dark Tide,WHE,1400000.0,432000.0,2012
Apartment 143,MAGN.,400.0,426000.0,2012
Sound of My Voice,FOXS,408000.0,19000000.0,2012
Khiladi 786,EROS,379000.0,19000000.0,2012
Smashed,SPC,377000.0,19000000.0,2012
Universal Soldier: Day of Reckoning,MAGN.,5500.0,364000.0,2012
The Oranges,ATO,366000.0,19000000.0,2012
Liberal Arts,IFC,327000.0,19000000.0,2012
Compliance,MAGN.,319000.0,19000000.0,2012
Back to 1942,CL,313000.0,19000000.0,2012
The Flowers of War,WHE,311000.0,19000000.0,2012
Something From Nothing: The Art of Rap,IM,288000.0,19000000.0,2012
Love in the Buff,CL,256000.0,19000000.0,2012
Lola Versus,FOXS,253000.0,19000000.0,2012
Keep the Lights On,MBOX,246000.0,19000000.0,2012
Gerhard Richter Painting,KL,243000.0,19000000.0,2012
Trishna,IFC,240000.0,19000000.0,2012
Elena,ZEIT.,233000.0,19000000.0,2012
Tezz,EROS,230000.0,19000000.0,2012
The Viral Factor,CL,220000.0,19000000.0,2012
Neil Young Journeys,SPC,215000.0,19000000.0,2012
Tai Chi Zero,VARI.,212000.0,19000000.0,2012
The House I Live In,ABR.,211000.0,19000000.0,2012
10 Years,ANCH.,203000.0,19000000.0,2012
17 Girls,STRAND,15100.0,186000.0,2012
Tim & Eric's Billion Dollar Movie,MAGN.,201000.0,19000000.0,2012
Any Day Now,MBOX,201000.0,19000000.0,2012
Tere Naal Love Ho Gaya,UTV,178000.0,19000000.0,2012
The Hunter (2012),MAGN.,177000.0,19000000.0,2012
Butter,RTWC,105000.0,70700.0,2012
Kill List,IFC,29100.0,143000.0,2012
Flying Swords of Dragon Gate,IM,170000.0,19000000.0,2012
Joker,UTV,169000.0,19000000.0,2012
Dark Horse,BM&DH,166000.0,19000000.0,2012
Shirin Farhad Ki Toh Nikal Padi,EROS,156000.0,19000000.0,2012
Bullhead,DRFT.,152000.0,19000000.0,2012
Chakravyuh,EROS,152000.0,19000000.0,2012
Luv Shuv Tey Chicken Khurana,UTV,144000.0,19000000.0,2012
High School,ANCH.,139000.0,19000000.0,2012
Warriors of the Rainbow: Seediq Bale,WGUSA,136000.0,19000000.0,2012
The Loneliest Planet,IFC,130000.0,19000000.0,2012
Forgiveness of Blood,IFC,127000.0,19000000.0,2012
Toys in the Attic,HANN.,64900.0,61600.0,2012
"Turn Me On, Dammit!",NYER,126000.0,19000000.0,2012
God Bless America,MAGN.,123000.0,19000000.0,2012
Bullet Vanishes,CL,118000.0,19000000.0,2012
The Woman in the Fifth,ATO,114000.0,19000000.0,2012
5 Broken Cameras,KL,110000.0,19000000.0,2012
Hello I Must Be Going,OSCI.,107000.0,19000000.0,2012
The Magic of Belle Isle,MAGN.,102000.0,19000000.0,2012
"Oslo, August 31st",STRAND,101000.0,19000000.0,2012
Wuthering Heights (2012),OSCI.,101000.0,19000000.0,2012
Mugamoodi,UTV,101000.0,19000000.0,2012
V/H/S,MAGN.,100000.0,19000000.0,2012
Goodbye First Love,IFC,95000.0,19000000.0,2012
Marina Abramovic: The Artist is Present,MBOX,86600.0,19000000.0,2012
The Eye of the Storm,SEG,83600.0,19000000.0,2012
Wagner & Me,FRUN,37700.0,41000.0,2012
The Innkeepers,MAGN.,78400.0,19000000.0,2012
This is Not a Film,PALT,77000.0,19000000.0,2012
The Island President,GOLD.,76400.0,19000000.0,2012
Detachment,TRIB.,72700.0,19000000.0,2012
The Green Wave,RF,1400000.0,70100.0,2012
Attenberg,STRAND,24000.0,45900.0,2012
Deadfall (2012),MAGN.,66400.0,19000000.0,2012
Girlfriend Boyfriend - GF BF,CL,64400.0,19000000.0,2012
Vulgaria,CL,59100.0,19000000.0,2012
The Turin Horse,CGLD,56400.0,19000000.0,2012
Jodi Breakers,YASH,52600.0,19000000.0,2012
Painted Skin: The Resurrection,WGUSA,50400.0,19000000.0,2012
"All's Well, End's Well (2012)",CL,47900.0,19000000.0,2012
North Sea Texas,STRAND,28300.0,16700.0,2012
Double Trouble,CL,44800.0,19000000.0,2012
The Fairy,KL,38400.0,19000000.0,2012
Hit So Hard,VARI.,34000.0,19000000.0,2012
Kalakalappu@Masala Cafe,UTV,30900.0,19000000.0,2012
The Bay,RATT.,30700.0,19000000.0,2012
You've Been Trumped,ICIR,29300.0,19000000.0,2012
Here (2012),STRAND,26700.0,19000000.0,2012
In Another Country,KL,25100.0,19000000.0,2012
The First Time,GOLD.,22800.0,19000000.0,2012
Bonsai,STRAND,21300.0,19000000.0,2012
The Day,ANCH.,21000.0,19000000.0,2012
28 Hotel Rooms,OSCI.,18900.0,19000000.0,2012
Lovely Molly,IMAG.,18500.0,19000000.0,2012
Juan of the Dead,OUTS,18000.0,19000000.0,2012
4:44: Last Day on Earth,IFC,17800.0,19000000.0,2012
Little Birds,MNE,17700.0,19000000.0,2012
Return (2012),DA.,16100.0,19000000.0,2012
Alps,KL,16100.0,19000000.0,2012
Patience (After Sebald),CGLD,15900.0,19000000.0,2012
Take Me Home,MONT.,15800.0,19000000.0,2012
Reuniting the Rubins,MONT.,13600.0,19000000.0,2012
Cirkus Columbia,STRAND,3500.0,9500.0,2012
Grassroots,GOLD.,12400.0,19000000.0,2012
Husbands in Goa,UTV,10100.0,19000000.0,2012
Starry Starry Night,CL,10000.0,19000000.0,2012
Corpo Celeste,FM,8900.0,19000000.0,2012
Dreams of a Life,STRAND,8400.0,19000000.0,2012
The Babymakers,MNE,7900.0,19000000.0,2012
Las Acacias,OUTF,6000.0,19000000.0,2012
The Good Doctor,MAGN.,5200.0,19000000.0,2012
Liar's Autobiography,BSM,5100.0,19000000.0,2012
Sleepless Night,TRIB.,3400.0,19000000.0,2012
ATM,IFC,3000.0,19000000.0,2012
About Cherry,IFC,3000.0,19000000.0,2012
Perfect Sense,IFC,3000.0,19000000.0,2012
Cheerful Weather for the Wedding,IFC,2700.0,19000000.0,2012
The Decoy Bride,IFC,800.0,19000000.0,2012
Death of a Superhero,TRIB.,600.0,19000000.0,2012
Frozen,BV,400700000.0,875700000.0,2013
Iron Man 3,BV,409000000.0,805800000.0,2013
Despicable Me 2,UNI.,368100000.0,602700000.0,2013
The Hobbit: The Desolation of Smaug,WB(NL),258399999.0,700000000.0,2013
The Hunger Games: Catching Fire,LGF,424700000.0,440300000.0,2013
Fast & Furious 6,UNI.,238700000.0,550000000.0,2013
Monsters University,BV,268500000.0,475700000.0,2013
Gravity,WB,274100000.0,449100000.0,2013
Man of Steel,WB,291000000.0,377000000.0,2013
Thor: The Dark World,BV,206400000.0,438200000.0,2013
The Croods,FOX,187200000.0,400000000.0,2013
World War Z,PAR.,202400000.0,337600000.0,2013
Oz The Great and Powerful,BV,234900000.0,258399999.0,2013
Star Trek Into Darkness,PAR.,228800000.0,238600000.0,2013
The Wolverine,FOX,132600000.0,282300000.0,2013
Pacific Rim,WB,101800000.0,309200000.0,2013
The Wolf of Wall Street,PAR.,116900000.0,275100000.0,2013
G.I. Joe: Retaliation,PAR.,122500000.0,253200000.0,2013
The Hangover Part III,WB,112200000.0,249800000.0,2013
The Great Gatsby (2013),WB,144800000.0,208800000.0,2013
Now You See Me,LG/S,117700000.0,234000000.0,2013
The Smurfs 2,SONY,71000000.0,276500000.0,2013
The Conjuring,WB(NL),137400000.0,182100000.0,2013
A Good Day to Die Hard,FOX,67300000.0,237300000.0,2013
Oblivion,UNI.,89100000.0,197100000.0,2013
Elysium,TRIS,93100000.0,193100000.0,2013
Turbo,FOX,83000000.0,199500000.0,2013
Cloudy with a Chance of Meatballs 2,SONY,119800000.0,154500000.0,2013
We're the Millers,WB(NL),150400000.0,119600000.0,2013
Epic,FOX,107500000.0,160900000.0,2013
The Lone Ranger,BV,89300000.0,171200000.0,2013
American Hustle,SONY,150100000.0,101100000.0,2013
Grown Ups 2,SONY,133699999.0,113300000.0,2013
After Earth,SONY,60500000.0,183300000.0,2013
Planes,BV,90300000.0,149000000.0,2013
The Heat,FOX,159600000.0,70300000.0,2013
Hansel and Gretel: Witch Hunters,PAR.,55700000.0,170600000.0,2013
Captain Phillips,SONY,107100000.0,111700000.0,2013
White House Down,SONY,73100000.0,132300000.0,2013
Percy Jackson: Sea of Monsters,FOX,68600000.0,131300000.0,2013
Lost in Thailand,WAMCR,57400.0,197700000.0,2013
Jack the Giant Slayer,WB(NL),65200000.0,132500000.0,2013
The Secret Life of Walter Mitty,FOX,58200000.0,129900000.0,2013
12 Years a Slave,FOXS,56700000.0,131100000.0,2013
Lee Daniels' The Butler,WEIN.,116600000.0,60000000.0,2013
Identity Thief,UNI.,134500000.0,39500000.0,2013
Anchorman 2: The Legend Continues,PAR.,125200000.0,46300000.0,2013
Olympus Has Fallen,FD,98900000.0,71300000.0,2013
Insidious Chapter 2,FD,83600000.0,78300000.0,2013
Lone Survivor,UNI.,125100000.0,29700000.0,2013
Jackass Presents: Bad Grandpa,PAR.,102000000.0,49800000.0,2013
47 Ronin,UNI.,38400000.0,113400000.0,2013
Red 2,LG/S,53300000.0,94800000.0,2013
Mama,UNI.,71600000.0,74800000.0,2013
Escape Plan,LG/S,25100000.0,112200000.0,2013
Last Vegas,CBS,63900000.0,70500000.0,2013
2 Guns,UNI.,75600000.0,56300000.0,2013
Walking with Dinosaurs,FOX,36100000.0,90500000.0,2013
This is the End,SONY,101500000.0,24600000.0,2013
Ender's Game,LG/S,61700000.0,63800000.0,2013
Prisoners,WB,61000000.0,61100000.0,2013
Saving Mr. Banks,BV,83300000.0,34600000.0,2013
Warm Bodies,LG/S,66400000.0,50600000.0,2013
Jurassic Park 3D,UNI.,45400000.0,71100000.0,2013
Personal Tailor,CL,376000.0,115800000.0,2013
Free Birds,RELA.,55800000.0,54600000.0,2013
Gangster Squad,WB,46000000.0,59200000.0,2013
Philomena,WEIN.,37700000.0,62400000.0,2013
Instructions Not Included,LGF,44500000.0,54600000.0,2013
Riddick,UNI.,42000000.0,56300000.0,2013
Safe Haven,RELA.,71300000.0,26200000.0,2013
Evil Dead (2013),TRIS,54200000.0,43300000.0,2013
Blue Jasmine,SPC,33400000.0,64099999.0,2013
The Mortal Instruments: City of Bones,SGEM,31200000.0,64200000.0,2013
The Internship,FOX,44700000.0,48800000.0,2013
Rush (2013),UNI.,26900000.0,63300000.0,2013
The Purge,UNI.,64500000.0,24900000.0,2013
Dhoom 3,YASH,8000000.0,80000000.0,2013
About Time,UNI.,15300000.0,71800000.0,2013
Pain and Gain,PAR.,49900000.0,36300000.0,2013
Carrie (2013),SGEM,35300000.0,49500000.0,2013
The Family (2013),RELA.,36900000.0,41500000.0,2013
Scary Movie 5,W/DIM.,32000000.0,46400000.0,2013
R.I.P.D.,UNI.,33600000.0,44700000.0,2013
Tiny Times,CL,23500.0,77700000.0,2013
The Book Thief,FOX,21500000.0,55100000.0,2013
Escape From Planet Earth,WEIN.,57000000.0,17600000.0,2013
August: Osage County,WEIN.,37700000.0,36500000.0,2013
The Best Man Holiday,UNI.,70500000.0,2300000.0,2013
Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,72200000.0,2013
The Counselor,FOX,17000000.0,54000000.0,2013
The Call,TRIS,51900000.0,16700000.0,2013
One Direction: This is Us,TRIS,28900000.0,39700000.0,2013
The Grandmaster,WEIN.,6600000.0,57500000.0,2013
Side Effects (2013),ORF,32200000.0,31200000.0,2013
The Host (2013),ORF,26600000.0,36700000.0,2013
Runner Runner,FOX,19300000.0,43400000.0,2013
From Up on Poppy Hill,GK,1000000.0,60000000.0,2013
Kick-Ass 2,UNI.,28800000.0,32000000.0,2013
A Haunted House,ORF,40000000.0,20100000.0,2013
Beautiful Creatures (2013),WB,19500000.0,40600000.0,2013
Quartet,WEIN.,18400000.0,41100000.0,2013
Dallas Buyers Club,FOCUS,27300000.0,27900000.0,2013
The Face Reader,PM&E,516000.0,54100000.0,2013
Tyler Perry's A Madea Christmas,LGF,52500000.0,853000.0,2013
Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000.0,1200000.0,2013
Delivery Man,BV,30700000.0,19300000.0,2013
The Berlin File,CJ,665000.0,48300000.0,2013
The Last Stand,LGF,12100000.0,36300000.0,2013
21 and Over,RELA.,25700000.0,22400000.0,2013
Her (2013),WB,25600000.0,21800000.0,2013
Tiny Times 2,CL,43800.0,47200000.0,2013
Texas Chainsaw 3D,LGF,34300000.0,12900000.0,2013
The Big Wedding,LGF,21800000.0,24700000.0,2013
Parker,FD,17600000.0,28600000.0,2013
The World's End,FOCUS,26000000.0,20100000.0,2013
Grudge Match,WB,29800000.0,15100000.0,2013
Homefront,ORF,20200000.0,22900000.0,2013
Snitch,LG/S,42900000.0,19000000.0,2013
Jobs,ORF,16100000.0,19800000.0,2013
The Place Beyond the Pines,FOCUS,21400000.0,14100000.0,2013
Inside Llewyn Davis,CBS,13200000.0,19700000.0,2013
Mud,RATT.,21600000.0,11000000.0,2013
Movie 43,RELA.,8800000.0,23600000.0,2013
Kevin Hart: Let Me Explain,LG/S,32200000.0,74000.0,2013
Spring Breakers,A24,14100000.0,17600000.0,2013
New World (2013),WGUSA,458000.0,31200000.0,2013
Don Jon,RELA.,24500000.0,6000000.0,2013
I Give It a Year,MAGN.,34700.0,28200000.0,2013
Nebraska,PAR.,17700000.0,10000000.0,2013
The Incredible Burt Wonderstone,WB(NL),22500000.0,4900000.0,2013
Mandela: Long Walk to Freedom,WEIN.,8300000.0,19000000.0,2013
Khumba,MNE,1000.0,27200000.0,2013
Dark Skies,W/DIM.,17400000.0,9000000.0,2013
Enough Said,FOXS,17600000.0,7700000.0,2013
Trance,FOXS,2300000.0,21900000.0,2013
"The Way, Way Back",FOXS,21500000.0,1700000.0,2013
Kon-Tiki,WEIN.,1500000.0,21300000.0,2013
Baggage Claim,FOXS,21600000.0,887000.0,2013
Diana,EONE,335000.0,21400000.0,2013
The Great Beauty,JAN.,2900000.0,18500000.0,2013
22 Bullets,CDGM.,1400000.0,21300000.0,2013
The Sapphires,WEIN.,2500000.0,18000000.0,2013
Broken City,FOX,19700000.0,19000000.0,2013
The Company You Keep,SPC,5100000.0,14500000.0,2013
The Bling Ring,A24,5800000.0,13300000.0,2013
You're Next,LGF,18500000.0,19000000.0,2013
Dead Man Down,FD,10900000.0,7200000.0,2013
Admission,FOCUS,18000000.0,19000000.0,2013
Fruitvale Station,WEIN.,16100000.0,1300000.0,2013
Battle of the Year,SGEM,8900000.0,7700000.0,2013
Out of the Furnace,RELA.,11300000.0,4300000.0,2013
Billy and Buddy,DISTRIB.,900.0,15200000.0,2013
The Last Exorcism Part II,CBS,15200000.0,19000000.0,2013
Machete Kills,ORF,8000000.0,7000000.0,2013
Journey to the South Pacific,IMAX,7600000.0,6500000.0,2013
Paranoia,RELA.,7400000.0,6400000.0,2013
All Is Lost,RATT.,6300000.0,7400000.0,2013
Puella Magi Madoka Magica the Movie: Rebellion,ELEV.,376000.0,12600000.0,2013
Stoker,FOXS,1700000.0,10400000.0,2013
In the House,COHEN,390000.0,11500000.0,2013
I'm So Excited,SPC,1400000.0,10400000.0,2013
Haute Cuisine,WEIN.,218000.0,11200000.0,2013
Before Midnight,SPC,8100000.0,3100000.0,2013
Only God Forgives,RTWC,779000.0,9900000.0,2013
The Past,SPC,1300000.0,9300000.0,2013
Love is All You Need,SPC,1600000.0,8400000.0,2013
Bullet to the Head,WB,9500000.0,19000000.0,2013
Tyler Perry Presents Peeples,LGF,9200000.0,130000.0,2013
Jerusalem,NGE,8000000.0,1300000.0,2013
The Fifth Estate,BV,3300000.0,5300000.0,2013
Upside Down,MNE,105000.0,8000000.0,2013
Metallica Through the Never,PH,3400000.0,4600000.0,2013
Pulling Strings,LGF,5800000.0,2000000.0,2013
Black Nativity,FOXS,7000000.0,436000.0,2013
Blue Is the Warmest Color,IFC,2200000.0,5200000.0,2013
Unfinished Song,WEIN.,1700000.0,5300000.0,2013
The Angels' Share,IFC,347000.0,6700000.0,2013
The Spectacular Now,A24,6900000.0,19000000.0,2013
The Sweeney,EONE,26700.0,6300000.0,2013
Believe,ORF,6200000.0,19000000.0,2013
Matru Ki Bijlee Ka Mandola,FIP,1400000.0,6000000.0,2013
Closed Circuit,FOCUS,5800000.0,19000000.0,2013
Populaire,WEIN.,179000.0,5300000.0,2013
Broken Circle Breakdown,TRIB.,175000.0,5300000.0,2013
Fists of Legend,CJ,134000.0,5300000.0,2013
Chennai Express,UTV,5300000.0,19000000.0,2013
20 Feet from Stardom,RTWC,4900000.0,19000000.0,2013
Oldboy (2013),FD,2200000.0,2700000.0,2013
Commitment,WGUSA,76500.0,4500000.0,2013
White Elephant,STRAND,8900.0,4400000.0,2013
Much Ado About Nothing (2013),RATT.,4300000.0,19000000.0,2013
Frances Ha,IFC,4099999.0,19000000.0,2013
You Will Be My Son,COHEN,285000.0,3600000.0,2013
Yeh Jawaani Hai Deewani,EROS,3800000.0,19000000.0,2013
Pieta,DRFT.,22100.0,3600000.0,2013
Mental,DA.,17700.0,3600000.0,2013
The To-Do List,CBS,3500000.0,74600.0,2013
Mr. Nobody,MAGN.,3600.0,3500000.0,2013
Emperor,RATT.,3300000.0,19000000.0,2013
Stand Up Guys,LGF,3300000.0,19000000.0,2013
In a World,RATT.,3000000.0,19000000.0,2013
Ram-Leela,EROS,2700000.0,19000000.0,2013
Capital,COHEN,102000.0,2400000.0,2013
The East,FOXS,2300000.0,99700.0,2013
I'm In Love With a Church Girl,HTR,2400000.0,19000000.0,2013
No (2013),SPC,2300000.0,19000000.0,2013
Renoir,GOLD.,2300000.0,19000000.0,2013
The Christmas Candle,ELS,2300000.0,19000000.0,2013
Reality (2013),OSCI.,72600.0,2200000.0,2013
Krrish 3,EROS,2200000.0,19000000.0,2013
Austenland,SPC,2200000.0,19000000.0,2013
The Sorcerer and the White Snake,MAGN.,18800.0,2100000.0,2013
The Snitch Cartel,PI,1400000.0,2100000.0,2013
The Iceman (2013),MNE,2000000.0,19000000.0,2013
All the Boys Love Mandy Lane,RTWC,1400000.0,1900000.0,2013
Fill the Void,SPC,1800000.0,19000000.0,2013
Starbuck (U.S. only),E1,340000.0,1300000.0,2013
Bhaag Milkha Bhaag,RELBIG.,1600000.0,19000000.0,2013
Therese,MPI,102000.0,1500000.0,2013
Stories We Tell,RATT.,1600000.0,19000000.0,2013
Lovelace,RTWC,357000.0,1200000.0,2013
Race 2,UTV,1600000.0,19000000.0,2013
Disconnect,LD,1400000.0,19000000.0,2013
Girl Most Likely,RATT.,1400000.0,19000000.0,2013
Wadjda (U.S. only),SPC,1300000.0,19000000.0,2013
The Kings of Summer,CBS,1300000.0,19000000.0,2013
The Invisible Woman,SPC,1200000.0,19000000.0,2013
Violeta Went to Heaven,KL,21500.0,1200000.0,2013
Romeo and Juliet (2013),RELA.,1200000.0,19000000.0,2013
Still Mine,GOLD.,1200000.0,19000000.0,2013
The Wall (2013),MBOX,38700.0,1100000.0,2013
Kai Po Che,UTV,1100000.0,19000000.0,2013
What Maisie Knew,MNE,1100000.0,19000000.0,2013
Thanks for Sharing,RATT.,1100000.0,19000000.0,2013
Ain't Them Bodies Saints,IFC,397000.0,635000.0,2013
Kill Your Darlings,SPC,1000000.0,19000000.0,2013
Short Term 12,CDGM.,1000000.0,19000000.0,2013
Ginger & Rosa,A24,1000000.0,19000000.0,2013
Lore,MBOX,970000.0,19000000.0,2013
Raanjhana,EROS,903000.0,19000000.0,2013
6 Souls,RTWC,1400000.0,852000.0,2013
Generation Iron,TVC,850000.0,19000000.0,2013
The Monk,ATO,13500.0,794000.0,2013
Satyagraha,UTV,739000.0,19000000.0,2013
Hannah Arendt,ZEIT.,717000.0,19000000.0,2013
Besharam,RELBIG.,680000.0,19000000.0,2013
Salinger,WEIN.,584000.0,67000.0,2013
The Hunt,MAGN.,613000.0,19000000.0,2013
Walking the Camino: Six Ways to Santiago,FEF,613000.0,19000000.0,2013
To The Wonder,MAGN.,588000.0,19000000.0,2013
Lootera,EROS,582000.0,19000000.0,2013
Museum Hours,CGLD,561000.0,19000000.0,2013
The Reluctant Fundamentalist,IFC,553000.0,19000000.0,2013
You Ain't Seen Nothin' Yet,KL,18900.0,488000.0,2013
The Inevitable Defeat of Mister and Pete,LGF,495000.0,19000000.0,2013
Act of Killing,DRFT.,487000.0,19000000.0,2013
Sound City,VARI.,423000.0,19000000.0,2013
Shadow Dancer,MAGN.,101000.0,319000.0,2013
A Hijacking,MAGN.,414000.0,19000000.0,2013
Grand Masti,EROS,414000.0,19000000.0,2013
Phata Poster Nikla Hero,EROS,411000.0,19000000.0,2013
The Armstrong Lie,SPC,383000.0,19000000.0,2013
Tai Chi Hero,WGUSA,35100.0,347000.0,2013
At Any Price,SPC,381000.0,19000000.0,2013
Shootout at Wadala,EROS,370000.0,19000000.0,2013
Gori Tere Pyaar Mein,RELBIG.,342000.0,19000000.0,2013
Adore,EXCL,319000.0,19000000.0,2013
A Bottle in the Gaza Sea,FM,5900.0,306000.0,2013
Go Goa Gone,EROS,298000.0,19000000.0,2013
Blancanieves,COHEN,280000.0,19000000.0,2013
Himmatwala,UTV,271000.0,19000000.0,2013
Great Expectations (2013),MSF,259000.0,19000000.0,2013
The Silence,MBOX,100000.0,132000.0,2013
Singh Saab The Great,EROS,226000.0,19000000.0,2013
ABCD (Any Body Can Dance),UTV,222000.0,19000000.0,2013
Arthur Newman,CDGM.,208000.0,19000000.0,2013
Ghanchakkar,UTV,203000.0,19000000.0,2013
Midnight's Children,P/108,190000.0,19000000.0,2013
R... Rajkumar,EROS,167000.0,19000000.0,2013
We Steal Secrets: The Story of Wikileaks,FCW,166000.0,19000000.0,2013
The Patience Stone,SPC,149000.0,19000000.0,2013
Rangeelay,EROS,148000.0,19000000.0,2013
Drug War,VARI.,128000.0,19000000.0,2013
Beyond the Hills,IFC,125000.0,19000000.0,2013
Storm Surfers 3D,XL,117000.0,19000000.0,2013
Yossi,STRAND,117000.0,19000000.0,2013
Spinning Plates,TFA,112000.0,19000000.0,2013
Ek Thi Daayan,EROS,112000.0,19000000.0,2013
The English Teacher,CDGM.,105000.0,19000000.0,2013
Man of Tai Chi,RTWC,100000.0,19000000.0,2013
Passion,EONE,92200.0,19000000.0,2013
Byzantium,IFC,89200.0,19000000.0,2013
The Rooftop,WGUSA,85800.0,19000000.0,2013
We Are What We Are,EONE,81400.0,19000000.0,2013
Stuck in Love,MNE,81100.0,19000000.0,2013
More Than Honey,KL,79800.0,19000000.0,2013
Caesar Must Die,AF,76900.0,19000000.0,2013
Leviathan (2013),CGLD,76200.0,19000000.0,2013
No One Lives,ANCH.,74900.0,19000000.0,2013
War Witch,TRIB.,70500.0,19000000.0,2013
The Pervert's Guide to Ideology,ZEIT.,68000.0,19000000.0,2013
My Lucky Star,CL,64400.0,19000000.0,2013
Becoming Traviata,DISTRIB.,62700.0,19000000.0,2013
Sightseers,IFC,61800.0,19000000.0,2013
The Canyons,IFC,56800.0,19000000.0,2013
Table No. 21,EROS,46700.0,19000000.0,2013
Wish You Were Here (2013),EONE,46300.0,19000000.0,2013
A Glimpse Inside the Mind of Charles Swan III,A24,45400.0,19000000.0,2013
The We and the I,P/108,42200.0,19000000.0,2013
Killing Season,MNE,39900.0,19000000.0,2013
Post Tenebras Lux,STRAND,39200.0,19000000.0,2013
Rising From Ashes,FRUN,38600.0,19000000.0,2013
Berberian Sound Studio,IFC,38500.0,19000000.0,2013
Ip Man: The Final Fight,WGUSA,37900.0,19000000.0,2013
Redemption (2013),RATT.,36900.0,19000000.0,2013
Camille Claudel 1915,KL,35300.0,19000000.0,2013
Bastards,IFC,24500.0,19000000.0,2013
Paradise: Love,STRAND,24300.0,19000000.0,2013
Our Children,DISTRIB.,23200.0,19000000.0,2013
V/H/S/2,MAGN.,21800.0,19000000.0,2013
The Look of Love,IFC,21300.0,19000000.0,2013
The Painting (2013),GK,21000.0,19000000.0,2013
Terraferma,COHEN,20000.0,19000000.0,2013
Love and Honor (2013),IFC,19700.0,19000000.0,2013
Nostalghia,KL,18800.0,19000000.0,2013
Casting By,SD,18200.0,19000000.0,2013
Violet & Daisy,CDGM.,17200.0,19000000.0,2013
Jayne Mansfield's Car,ANCH.,14800.0,19000000.0,2013
A Wedding Invitation,CJ,14400.0,19000000.0,2013
Red Obsession,A23,13200.0,19000000.0,2013
The Selfish Giant,IFC,12200.0,19000000.0,2013
Charlie Countryman,MNE,11700.0,19000000.0,2013
Just Like a Woman,COHEN,11400.0,19000000.0,2013
So Young,CL,11200.0,19000000.0,2013
In the Name Of,FM,9900.0,19000000.0,2013
InchAllah (U.S. only),EONE,9800.0,19000000.0,2013
Welcome to the Punch,IFC,9700.0,19000000.0,2013
Clandestine Childhood,IFC,9000.0,19000000.0,2013
Argento's Dracula 3D,IFC,8100.0,19000000.0,2013
Finding Mr. Right,CL,6900.0,19000000.0,2013
Paradise: Hope,STRAND,6700.0,19000000.0,2013
Paradise: Faith,STRAND,6500.0,19000000.0,2013
The Guillotines,WGUSA,5300.0,19000000.0,2013
The Stroller Strategy,RIALTO,3500.0,19000000.0,2013
What Richard Did,TRIB.,2700.0,19000000.0,2013
Caught in the Web,VITA.,1100.0,19000000.0,2013
I Spit on Your Grave 2,ANCH.,800.0,19000000.0,2013
Into the White,MAGN.,700.0,19000000.0,2013
Storage 24,MAGN.,100.0,19000000.0,2013
Transformers: Age of Extinction,PAR.,245400000.0,858600000.0,2014
The Hobbit: The Battle of the Five Armies,WB(NL),255100000.0,700900000.0,2014
Guardians of the Galaxy,BV,333200000.0,440200000.0,2014
Maleficent,BV,241400000.0,517100000.0,2014
The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000.0,2014
X-Men: Days of Future Past,FOX,233900000.0,513900000.0,2014
Captain America: The Winter Soldier,BV,259800000.0,454500000.0,2014
Dawn of the Planet of the Apes,FOX,208500000.0,502100000.0,2014
The Amazing Spider-Man 2,SONY,202900000.0,506100000.0,2014
Interstellar,PAR.,188000000.0,489400000.0,2014
Big Hero 6,BV,222500000.0,435300000.0,2014
How to Train Your Dragon 2,FOX,177000000.0,444500000.0,2014
American Sniper,WB,350100000.0,197300000.0,2014
Godzilla (2014),WB,200700000.0,328400000.0,2014
Rio 2,FOX,131500000.0,368600000.0,2014
Teenage Mutant Ninja Turtles (2014),PAR.,191200000.0,302100000.0,2014
The LEGO Movie,WB,257800000.0,211400000.0,2014
Lucy,UNI.,126700000.0,336700000.0,2014
Penguins of Madagascar,FOX,83400000.0,289700000.0,2014
Edge of Tomorrow,WB,100200000.0,270300000.0,2014
Gone Girl,FOX,167800000.0,201600000.0,2014
Night at the Museum: Secret of the Tomb,FOX,113700000.0,249500000.0,2014
Noah,PAR.,101200000.0,261399999.0,2014
The Maze Runner,FOX,102400000.0,245900000.0,2014
300: Rise of An Empire,WB,106600000.0,231000000.0,2014
22 Jump Street,SONY,191700000.0,139600000.0,2014
The Fault in our Stars,FOX,124900000.0,182300000.0,2014
Divergent,LG/S,150900000.0,137900000.0,2014
Mr. Peabody & Sherman,FOX,111500000.0,164200000.0,2014
Neighbors,UNI.,150200000.0,120500000.0,2014
